date,latitude,longitude,country_name,admin_division_name,risk_class
,30.4068,79.33509999999998,india,Uttaranchal,Low
,27.174,95.8011,india,Arunachal Pradesh,High
,27.092916,93.61882043,india,Arunachal Pradesh,Medium
,26.16066111,91.85294885,india,Assam,Low
,12.4869813,75.74569635999998,india,Karnataka,Medium
,28.1737,94.7596,india,Arunachal Pradesh,High
,25.7658,93.9413,india,Nagaland,Medium
,10.2445,77.5146,india,Tamil Nadu,Medium
,24.6596,93.9784,india,Manipur,High
,10.39189518,77.00003782,india,Tamil Nadu,Medium
,30.72203108,78.44517324999998,india,Uttaranchal,Medium
,30.2414,78.908,india,Uttaranchal,High
,10.3228,76.4319,india,Kerala,Medium
,23.591,92.9296,india,Mizoram,High
,27.01145644,92.64204045,india,Arunachal Pradesh,Medium
,31.5494,76.90009999999998,india,Himachal Pradesh,High
,24.0406,84.06959999999998,india,Jharkhand,High
,32.2067,76.36409999999998,india,Himachal Pradesh,Medium
,24.3069,93.125,india,Manipur,Medium
,27.167,88.3652,india,Sikkim,Medium
,30.6935,77.42659999999998,india,Himachal Pradesh,Low
,27.0599,88.4674,india,West Bengal,Low
,11.64235289,78.13176899,india,Tamil Nadu,Low
,33.3893,75.203,india,Jammu and Kashmir,High
,33.3343,75.1969,india,Jammu and Kashmir,Medium
,25.43807422,91.79904872,india,Meghalaya,High
,27.1027,88.12179999999998,india,West Bengal,Low
,27.2084,88.49089999999998,india,Sikkim,Medium
,11.16100669,76.12754726999998,india,Kerala,High
,25.06466676,94.27420555,india,Manipur,Medium
,13.07696939,77.60271045,india,Karnataka,High
,33.9445,74.799,india,Jammu and Kashmir,Medium
,10.0486,76.76059999999998,india,Kerala,Low
,33.0829,74.83329999999998,india,Jammu and Kashmir,Low
,25.6623,94.1072,india,Nagaland,Medium
,27.0998,93.6287,india,Arunachal Pradesh,High
,33.2361,75.2441,india,Jammu and Kashmir,Low
,18.3297,82.9565,india,Andhra Pradesh,Low
,31.7756,76.9876,india,Himachal Pradesh,Low
,34.6113,74.9499,india,Jammu and Kashmir,Medium
,31.76419233,77.29184098,india,Himachal Pradesh,Medium
,24.5202,92.7239,india,Assam,High
,30.7467,78.4517,india,Uttaranchal,High
,23.73672831,92.7516868,india,Mizoram,High
,32.3071683,77.60234008,india,Himachal Pradesh,Medium
,25.5144,90.2167,india,Meghalaya,Medium
,30.89560904,77.00451278999998,india,Himachal Pradesh,High
,16.5332,80.61029999999998,india,Andhra Pradesh,High
,25.533595,94.133345,india,Manipur,Medium
,33.2609,75.244,india,Jammu and Kashmir,High
,32.1797,77.19469999999998,india,Himachal Pradesh,Low
,32.18685848,77.17659767,india,Himachal Pradesh,Medium
,30.6004,78.31539999999998,india,Uttaranchal,High
