date,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,et0_fao_evapotranspiration,latitude,longitude,elevation,slope,clay_content,land_cover,landslide_occurred
21-01-2014,25.2,0.4,0.4,2,3.89,17.5861,73.1742,16,4.025987148,,126,0
20-02-2014,26,0.1,0.1,1,4.11,17.5861,73.1742,16,4.025987148,,126,0
21-02-2014,25.3,0.7,0.7,4,3.97,17.5861,73.1742,16,4.025987148,,126,0
09-03-2014,26.1,0.3,0.3,1,4.53,17.5861,73.1742,16,4.025987148,,126,0
21-04-2014,29.7,0.2,0.2,1,5.67,17.5861,73.1742,16,4.025987148,,126,0
08-05-2014,30.2,0.4,0.4,2,4.23,17.5861,73.1742,16,4.025987148,,126,1
09-05-2014,30,1.8,1.8,6,4.37,17.5861,73.1742,16,4.025987148,,126,0
20-05-2014,30.3,0.7,0.7,3,3.75,17.5861,73.1742,16,4.025987148,,126,0
27-05-2014,29.7,0.8,0.8,4,4.44,17.5861,73.1742,16,4.025987148,,126,0
03-06-2014,29.1,5,5,5,2.65,17.5861,73.1742,16,4.025987148,,126,0
04-06-2014,29.7,0.2,0.2,2,4.42,17.5861,73.1742,16,4.025987148,,126,0
05-06-2014,29.3,4.5,4.5,15,3.45,17.5861,73.1742,16,4.025987148,,126,0
06-06-2014,29.7,1.2,1.2,6,4.26,17.5861,73.1742,16,4.025987148,,126,0
07-06-2014,29.6,1.1,1.1,7,4.76,17.5861,73.1742,16,4.025987148,,126,0
08-06-2014,29.1,4.8,4.8,16,4.25,17.5861,73.1742,16,4.025987148,,126,0
09-06-2014,29.5,1,1,4,4.88,17.5861,73.1742,16,4.025987148,,126,0
10-06-2014,28.8,4.7,4.7,6,5.06,17.5861,73.1742,16,4.025987148,,126,0
11-06-2014,28.5,5.3,5.3,17,5.11,17.5861,73.1742,16,4.025987148,,126,0
12-06-2014,27.8,5.6,5.6,21,4.42,17.5861,73.1742,16,4.025987148,,126,0
13-06-2014,27.2,9,9,22,3.97,17.5861,73.1742,16,4.025987148,,126,0
14-06-2014,27,6.6,6.6,23,3.86,17.5861,73.1742,16,4.025987148,,126,0
15-06-2014,26.4,15.6,15.6,24,3.41,17.5861,73.1742,16,4.025987148,,126,0
16-06-2014,26.5,18.9,18.9,24,3.25,17.5861,73.1742,16,4.025987148,,126,0
17-06-2014,27,5.4,5.4,23,3.25,17.5861,73.1742,16,4.025987148,,126,0
18-06-2014,26.7,10.4,10.4,24,3.07,17.5861,73.1742,16,4.025987148,,126,0
19-06-2014,27.1,14.3,14.3,24,3.39,17.5861,73.1742,16,4.025987148,,126,0
20-06-2014,27.7,8.8,8.8,24,4.08,17.5861,73.1742,16,4.025987148,,126,0
21-06-2014,27.6,9,9,24,4.06,17.5861,73.1742,16,4.025987148,,126,0
22-06-2014,27.5,7.6,7.6,24,3.93,17.5861,73.1742,16,4.025987148,,126,0
23-06-2014,27.7,8.6,8.6,24,4.27,17.5861,73.1742,16,4.025987148,,126,0
24-06-2014,27.7,6.5,6.5,24,4.23,17.5861,73.1742,16,4.025987148,,126,0
25-06-2014,27.8,6,6,23,4.42,17.5861,73.1742,16,4.025987148,,126,0
26-06-2014,27.7,3.1,3.1,14,4.38,17.5861,73.1742,16,4.025987148,,126,0
27-06-2014,28,1.1,1.1,8,4.39,17.5861,73.1742,16,4.025987148,,126,0
28-06-2014,28.1,1.2,1.2,6,4.07,17.5861,73.1742,16,4.025987148,,126,0
29-06-2014,28.2,2,2,13,4.39,17.5861,73.1742,16,4.025987148,,126,0
30-06-2014,28,3.2,3.2,15,4.47,17.5861,73.1742,16,4.025987148,,126,0
01-07-2014,27.4,5.2,5.2,24,3.39,17.5861,73.1742,16,4.025987148,,126,0
02-07-2014,26.9,5.7,5.7,21,4.05,17.5861,73.1742,16,4.025987148,,126,0
03-07-2014,25.8,13.5,13.5,24,2.5,17.5861,73.1742,16,4.025987148,,126,0
04-07-2014,26.1,21.4,21.4,24,2.43,17.5861,73.1742,16,4.025987148,,126,0
05-07-2014,26.8,12.6,12.6,24,3.22,17.5861,73.1742,16,4.025987148,,126,0
06-07-2014,26.7,11.4,11.4,24,3.27,17.5861,73.1742,16,4.025987148,,126,0
07-07-2014,26.4,13.6,13.6,23,3.12,17.5861,73.1742,16,4.025987148,,126,0
08-07-2014,26,17.7,17.7,24,2.02,17.5861,73.1742,16,4.025987148,,126,0
09-07-2014,25.5,24,24,24,1.52,17.5861,73.1742,16,4.025987148,,126,0
10-07-2014,25.2,83.6,83.6,24,1.05,17.5861,73.1742,16,4.025987148,,126,0
11-07-2014,25.4,98.6,98.6,24,1.17,17.5861,73.1742,16,4.025987148,,126,0
12-07-2014,25.5,49.8,49.8,24,1.32,17.5861,73.1742,16,4.025987148,,126,0
13-07-2014,25.7,34.1,34.1,24,1.5,17.5861,73.1742,16,4.025987148,,126,0
14-07-2014,25.9,55.5,55.5,24,2.11,17.5861,73.1742,16,4.025987148,,126,0
15-07-2014,25.6,73.7,73.7,24,1.15,17.5861,73.1742,16,4.025987148,,126,0
16-07-2014,25.7,59.8,59.8,24,1.52,17.5861,73.1742,16,4.025987148,,126,0
17-07-2014,26.2,36.1,36.1,24,2.59,17.5861,73.1742,16,4.025987148,,126,0
18-07-2014,25.8,40.2,40.2,24,2.09,17.5861,73.1742,16,4.025987148,,126,0
19-07-2014,25.8,34.2,34.2,24,2.81,17.5861,73.1742,16,4.025987148,,126,0
20-07-2014,25.4,27.8,27.8,24,2.51,17.5861,73.1742,16,4.025987148,,126,0
21-07-2014,24.9,38.4,38.4,24,2.22,17.5861,73.1742,16,4.025987148,,126,0
22-07-2014,24.4,49.6,49.6,24,1.15,17.5861,73.1742,16,4.025987148,,126,0
23-07-2014,24.7,48.5,48.5,24,1.45,17.5861,73.1742,16,4.025987148,,126,0
24-07-2014,25.2,43.2,43.2,24,2.36,17.5861,73.1742,16,4.025987148,,126,0
25-07-2014,25,34.5,34.5,24,2.41,17.5861,73.1742,16,4.025987148,,126,0
26-07-2014,25.4,20.6,20.6,24,3.09,17.5861,73.1742,16,4.025987148,,126,0
27-07-2014,25.3,36.5,36.5,24,2.34,17.5861,73.1742,16,4.025987148,,126,0
28-07-2014,25.2,74.1,74.1,24,1.02,17.5861,73.1742,16,4.025987148,,126,0
29-07-2014,25.4,89.6,89.6,24,1.09,17.5861,73.1742,16,4.025987148,,126,0
30-07-2014,25.5,67.4,67.4,24,1.45,17.5861,73.1742,16,4.025987148,,126,1
31-07-2014,25.7,85.7,85.7,24,1.91,17.5861,73.1742,16,4.025987148,,126,0
01-08-2014,25.8,54.5,54.5,24,2.79,17.5861,73.1742,16,4.025987148,,126,0
02-08-2014,25.8,27.4,27.4,24,3.06,17.5861,73.1742,16,4.025987148,,126,0
03-08-2014,25.8,51.1,51.1,24,3.06,17.5861,73.1742,16,4.025987148,,126,0
04-08-2014,25.7,67,67,24,2.1,17.5861,73.1742,16,4.025987148,,126,0
05-08-2014,25.3,43.5,43.5,24,2.41,17.5861,73.1742,16,4.025987148,,126,0
06-08-2014,25.2,33.6,33.6,24,2.29,17.5861,73.1742,16,4.025987148,,126,0
07-08-2014,25.1,27.9,27.9,24,2.88,17.5861,73.1742,16,4.025987148,,126,0
08-08-2014,24.9,23.9,23.9,24,2.83,17.5861,73.1742,16,4.025987148,,126,0
09-08-2014,24.9,24.6,24.6,24,2.78,17.5861,73.1742,16,4.025987148,,126,0
10-08-2014,25,25.9,25.9,24,2.53,17.5861,73.1742,16,4.025987148,,126,0
11-08-2014,25.2,15.5,15.5,24,2.82,17.5861,73.1742,16,4.025987148,,126,0
12-08-2014,25.4,11.4,11.4,24,3.39,17.5861,73.1742,16,4.025987148,,126,0
13-08-2014,25.7,10.5,10.5,24,3.09,17.5861,73.1742,16,4.025987148,,126,0
14-08-2014,25.5,21.7,21.7,24,3,17.5861,73.1742,16,4.025987148,,126,0
15-08-2014,25.4,20.7,20.7,24,3,17.5861,73.1742,16,4.025987148,,126,0
16-08-2014,25.4,15,15,24,3.14,17.5861,73.1742,16,4.025987148,,126,0
17-08-2014,25.7,7.7,7.7,24,3.22,17.5861,73.1742,16,4.025987148,,126,0
18-08-2014,26.1,0.3,0.3,2,3.64,17.5861,73.1742,16,4.025987148,,126,0
19-08-2014,26.6,3.1,3.1,7,3.83,17.5861,73.1742,16,4.025987148,,126,0
20-08-2014,26.8,7,7,13,2.99,17.5861,73.1742,16,4.025987148,,126,0
21-08-2014,26.1,28.7,28.7,19,2.03,17.5861,73.1742,16,4.025987148,,126,0
22-08-2014,26.4,7.9,7.9,11,2.33,17.5861,73.1742,16,4.025987148,,126,0
23-08-2014,27.4,6.4,6.4,10,3.72,17.5861,73.1742,16,4.025987148,,126,0
24-08-2014,26.4,18.7,18.7,13,3.22,17.5861,73.1742,16,4.025987148,,126,0
25-08-2014,25.8,30.6,30.6,24,2.03,17.5861,73.1742,16,4.025987148,,126,0
26-08-2014,25.4,44.7,44.7,24,1.33,17.5861,73.1742,16,4.025987148,,126,0
27-08-2014,25,34.2,34.2,24,1.39,17.5861,73.1742,16,4.025987148,,126,0
28-08-2014,25,51.1,51.1,24,1.46,17.5861,73.1742,16,4.025987148,,126,0
29-08-2014,25.9,18.9,18.9,16,2.42,17.5861,73.1742,16,4.025987148,,126,0
30-08-2014,25.6,61.3,61.3,23,1.43,17.5861,73.1742,16,4.025987148,,126,0
31-08-2014,25.4,72.1,72.1,24,1.19,17.5861,73.1742,16,4.025987148,,126,0
01-09-2014,25.3,23.5,23.5,24,1.57,17.5861,73.1742,16,4.025987148,,126,0
02-09-2014,25.4,31.2,31.2,24,2.53,17.5861,73.1742,16,4.025987148,,126,1
03-09-2014,25.4,19.5,19.5,24,2.74,17.5861,73.1742,16,4.025987148,,126,0
04-09-2014,25.3,23.2,23.2,24,2.63,17.5861,73.1742,16,4.025987148,,126,0
05-09-2014,25.2,42.6,42.6,24,2.53,17.5861,73.1742,16,4.025987148,,126,0
06-09-2014,25.5,14.7,14.7,24,2.36,17.5861,73.1742,16,4.025987148,,126,0
07-09-2014,25.7,6.5,6.5,24,1.9,17.5861,73.1742,16,4.025987148,,126,0
08-09-2014,25.1,12.3,12.3,24,1.65,17.5861,73.1742,16,4.025987148,,126,0
09-09-2014,24.8,15.2,15.2,24,2.8,17.5861,73.1742,16,4.025987148,,126,0
10-09-2014,24.7,13.5,13.5,24,2.71,17.5861,73.1742,16,4.025987148,,126,0
11-09-2014,25.1,9.1,9.1,23,3.01,17.5861,73.1742,16,4.025987148,,126,0
12-09-2014,25.1,10.2,10.2,24,2.86,17.5861,73.1742,16,4.025987148,,126,0
13-09-2014,25.4,8.5,8.5,23,3.07,17.5861,73.1742,16,4.025987148,,126,0
14-09-2014,25.6,1.9,1.9,13,3.75,17.5861,73.1742,16,4.025987148,,126,0
15-09-2014,25.7,2.2,2.2,15,3.64,17.5861,73.1742,16,4.025987148,,126,0
16-09-2014,25.6,4.1,4.1,14,3.5,17.5861,73.1742,16,4.025987148,,126,0
17-09-2014,25.9,1.6,1.6,12,3.83,17.5861,73.1742,16,4.025987148,,126,0
18-09-2014,26.3,2.1,2.1,10,3.64,17.5861,73.1742,16,4.025987148,,126,0
19-09-2014,26.2,4.1,4.1,16,3.38,17.5861,73.1742,16,4.025987148,,126,0
20-09-2014,26.1,2.2,2.2,14,3.33,17.5861,73.1742,16,4.025987148,,126,0
21-09-2014,26.4,1.2,1.2,8,3.84,17.5861,73.1742,16,4.025987148,,126,0
22-09-2014,26.8,0.1,0.1,1,3.55,17.5861,73.1742,16,4.025987148,,126,0
24-09-2014,27.5,0.1,0.1,1,4.49,17.5861,73.1742,16,4.025987148,,126,0
25-09-2014,27.7,5.8,5.8,5,4.04,17.5861,73.1742,16,4.025987148,,126,0
26-09-2014,27.9,1.2,1.2,5,4.16,17.5861,73.1742,16,4.025987148,,126,0
27-09-2014,28.3,0.2,0.2,1,4.39,17.5861,73.1742,16,4.025987148,,126,0
28-09-2014,28.5,1.7,1.7,5,4.47,17.5861,73.1742,16,4.025987148,,126,0
29-09-2014,28.4,3.8,3.8,4,4.08,17.5861,73.1742,16,4.025987148,,126,0
30-09-2014,27.4,5.6,5.6,9,3.38,17.5861,73.1742,16,4.025987148,,126,0
01-10-2014,28.1,5.2,5.2,8,4.26,17.5861,73.1742,16,4.025987148,,126,0
02-10-2014,28.5,0.2,0.2,1,4.47,17.5861,73.1742,16,4.025987148,,126,0
03-10-2014,28.4,2.3,2.3,5,4.26,17.5861,73.1742,16,4.025987148,,126,0
04-10-2014,28.1,3.2,3.2,6,3.92,17.5861,73.1742,16,4.025987148,,126,0
05-10-2014,28.3,4.6,4.6,7,3.68,17.5861,73.1742,16,4.025987148,,126,0
06-10-2014,28.7,1.8,1.8,5,4.22,17.5861,73.1742,16,4.025987148,,126,0
07-10-2014,27.7,4.3,4.3,8,4.05,17.5861,73.1742,16,4.025987148,,126,0
08-10-2014,27,12.9,12.9,12,3.62,17.5861,73.1742,16,4.025987148,,126,0
09-10-2014,27.2,5,5,9,3.83,17.5861,73.1742,16,4.025987148,,126,0
10-10-2014,27.7,2.7,2.7,5,3.57,17.5861,73.1742,16,4.025987148,,126,0
11-10-2014,27.9,1.1,1.1,4,3.84,17.5861,73.1742,16,4.025987148,,126,0
14-10-2014,27.4,0.3,0.3,3,3.96,17.5861,73.1742,16,4.025987148,,126,0
16-10-2014,28.8,1.7,1.7,5,4.23,17.5861,73.1742,16,4.025987148,,126,0
17-10-2014,29.5,0.3,0.3,1,4.09,17.5861,73.1742,16,4.025987148,,126,0
18-10-2014,28.4,4.1,4.1,8,4.08,17.5861,73.1742,16,4.025987148,,126,0
19-10-2014,28.5,1.1,1.1,3,4.35,17.5861,73.1742,16,4.025987148,,126,0
23-10-2014,29,0.8,0.8,2,4.31,17.5861,73.1742,16,4.025987148,,126,0
24-10-2014,28,8.5,8.5,10,3.54,17.5861,73.1742,16,4.025987148,,126,0
25-10-2014,25.5,28.8,28.8,22,1.13,17.5861,73.1742,16,4.025987148,,126,0
26-10-2014,24.9,25.7,25.7,19,1.75,17.5861,73.1742,16,4.025987148,,126,0
27-10-2014,25.5,0.8,0.8,3,1.86,17.5861,73.1742,16,4.025987148,,126,0
11-11-2014,27.6,0.7,0.7,3,3.62,17.5861,73.1742,16,4.025987148,,126,0
14-11-2014,27.1,46.8,46.8,10,2.58,17.5861,73.1742,16,4.025987148,,126,0
15-11-2014,26.2,6.4,6.4,9,1.68,17.5861,73.1742,16,4.025987148,,126,0
16-11-2014,27.3,0.2,0.2,1,3.63,17.5861,73.1742,16,4.025987148,,126,0
18-11-2014,28,0.2,0.2,1,3.96,17.5861,73.1742,16,4.025987148,,126,0
19-11-2014,27.8,0.3,0.3,1,3.85,17.5861,73.1742,16,4.025987148,,126,0
11-12-2014,26.8,1.5,1.5,4,3.44,17.5861,73.1742,16,4.025987148,,126,0
12-12-2014,25.9,8.1,8.1,10,3.15,17.5861,73.1742,16,4.025987148,,126,0
13-12-2014,25.1,5.2,5.2,10,2.96,17.5861,73.1742,16,4.025987148,,126,0
14-12-2014,25.7,0.1,0.1,1,4.1,17.5861,73.1742,16,4.025987148,,126,0
01-01-2015,23.4,0.4,0.4,3,3.21,17.5861,73.1742,16,4.025987148,,126,0
02-01-2015,23.4,0.1,0.1,1,3.36,17.5861,73.1742,16,4.025987148,,126,0
28-02-2015,22.9,8.6,8.6,9,2.84,17.5861,73.1742,16,4.025987148,,126,0
01-03-2015,22.9,21.7,21.7,22,3.07,17.5861,73.1742,16,4.025987148,,126,0
02-03-2015,23.5,2.2,2.2,12,4.19,17.5861,73.1742,16,4.025987148,,126,0
10-03-2015,26.5,0.2,0.2,1,4.6,17.5861,73.1742,16,4.025987148,,126,0
11-03-2015,27.8,0.2,0.2,1,5.02,17.5861,73.1742,16,4.025987148,,126,0
14-03-2015,27.1,0.1,0.1,1,4.67,17.5861,73.1742,16,4.025987148,,126,0
15-03-2015,26.8,0.2,0.2,1,4.71,17.5861,73.1742,16,4.025987148,,126,0
29-03-2015,28.8,0.2,0.2,1,4.49,17.5861,73.1742,16,4.025987148,,126,0
30-03-2015,29.1,0.8,0.8,2,5.19,17.5861,73.1742,16,4.025987148,,126,0
15-04-2015,27.5,0.3,0.3,1,5.39,17.5861,73.1742,16,4.025987148,,126,0
16-04-2015,28.2,1,1,1,4.93,17.5861,73.1742,16,4.025987148,,126,0
17-04-2015,28.7,0.4,0.4,2,4.89,17.5861,73.1742,16,4.025987148,,126,0
18-04-2015,28.7,0.1,0.1,1,5.29,17.5861,73.1742,16,4.025987148,,126,0
23-04-2015,29.1,0.3,0.3,1,4.55,17.5861,73.1742,16,4.025987148,,126,0
06-05-2015,30.2,0.5,0.5,1,5.69,17.5861,73.1742,16,4.025987148,,126,0
14-05-2015,29.8,0.1,0.1,1,3.79,17.5861,73.1742,16,4.025987148,,126,0
15-05-2015,30.4,2.4,2.4,3,4.82,17.5861,73.1742,16,4.025987148,,126,0
16-05-2015,30.5,0.4,0.4,2,5.36,17.5861,73.1742,16,4.025987148,,126,0
25-05-2015,29.8,1.1,1.1,6,5.4,17.5861,73.1742,16,4.025987148,,126,0
05-06-2015,29.1,14.1,14.1,11,3.77,17.5861,73.1742,16,4.025987148,,126,0
06-06-2015,28.8,4.1,4.1,9,5.1,17.5861,73.1742,16,4.025987148,,126,0
07-06-2015,29.3,2.1,2.1,3,4.99,17.5861,73.1742,16,4.025987148,,126,0
08-06-2015,28.4,5.5,5.5,13,4.68,17.5861,73.1742,16,4.025987148,,126,0
09-06-2015,27.6,8.7,8.7,14,3.78,17.5861,73.1742,16,4.025987148,,126,0
10-06-2015,27.5,7,7,17,3.97,17.5861,73.1742,16,4.025987148,,126,0
11-06-2015,27.3,15.9,15.9,21,3.74,17.5861,73.1742,16,4.025987148,,126,0
12-06-2015,26.6,20,20,24,2.43,17.5861,73.1742,16,4.025987148,,126,1
13-06-2015,25.9,53.3,53.3,24,1.06,17.5861,73.1742,16,4.025987148,,126,0
14-06-2015,25.9,44.8,44.8,24,1.17,17.5861,73.1742,16,4.025987148,,126,0
15-06-2015,25.6,22.5,22.5,24,1.29,17.5861,73.1742,16,4.025987148,,126,0
16-06-2015,25.8,30,30,24,1.52,17.5861,73.1742,16,4.025987148,,126,0
17-06-2015,26,48.9,48.9,24,2.06,17.5861,73.1742,16,4.025987148,,126,0
18-06-2015,26,54.6,54.6,24,2.04,17.5861,73.1742,16,4.025987148,,126,0
19-06-2015,26.1,74.7,74.7,24,1.35,17.5861,73.1742,16,4.025987148,,126,0
20-06-2015,26.4,87.1,87.1,24,1.54,17.5861,73.1742,16,4.025987148,,126,0
21-06-2015,26.1,84.7,84.7,24,1.37,17.5861,73.1742,16,4.025987148,,126,1
22-06-2015,26.3,33.5,33.5,24,1.92,17.5861,73.1742,16,4.025987148,,126,1
23-06-2015,26.2,77.9,77.9,24,1.25,17.5861,73.1742,16,4.025987148,,126,1
24-06-2015,27.2,29.6,29.6,24,2.6,17.5861,73.1742,16,4.025987148,,126,1
25-06-2015,27.1,12.9,12.9,24,3.79,17.5861,73.1742,16,4.025987148,,126,0
26-06-2015,27.1,7.1,7.1,24,3.64,17.5861,73.1742,16,4.025987148,,126,0
27-06-2015,27.2,8.6,8.6,24,3.69,17.5861,73.1742,16,4.025987148,,126,0
28-06-2015,27.2,8.9,8.9,24,3.36,17.5861,73.1742,16,4.025987148,,126,0
29-06-2015,26.9,4.9,4.9,21,3.67,17.5861,73.1742,16,4.025987148,,126,0
30-06-2015,26.2,5.7,5.7,24,3.45,17.5861,73.1742,16,4.025987148,,126,0
01-07-2015,26.2,6.3,6.3,24,3.48,17.5861,73.1742,16,4.025987148,,126,0
02-07-2015,26.7,4,4,22,3.96,17.5861,73.1742,16,4.025987148,,126,0
03-07-2015,26.8,4.2,4.2,23,3.94,17.5861,73.1742,16,4.025987148,,126,0
04-07-2015,27.2,5.4,5.4,24,3.92,17.5861,73.1742,16,4.025987148,,126,0
05-07-2015,27.3,6.8,6.8,22,4.2,17.5861,73.1742,16,4.025987148,,126,0
06-07-2015,27.4,8.8,8.8,24,4.48,17.5861,73.1742,16,4.025987148,,126,0
07-07-2015,27.3,7.9,7.9,24,4.22,17.5861,73.1742,16,4.025987148,,126,0
08-07-2015,26.8,9.6,9.6,24,2.9,17.5861,73.1742,16,4.025987148,,126,0
09-07-2015,26.3,12.7,12.7,24,3.08,17.5861,73.1742,16,4.025987148,,126,0
10-07-2015,26.5,11.9,11.9,24,3.41,17.5861,73.1742,16,4.025987148,,126,0
11-07-2015,26.4,9,9,24,3.25,17.5861,73.1742,16,4.025987148,,126,0
12-07-2015,26.5,8.7,8.7,24,3.59,17.5861,73.1742,16,4.025987148,,126,0
13-07-2015,26.5,6,6,22,3.79,17.5861,73.1742,16,4.025987148,,126,0
14-07-2015,26.8,3.8,3.8,19,3.96,17.5861,73.1742,16,4.025987148,,126,0
15-07-2015,27,5.5,5.5,22,3.95,17.5861,73.1742,16,4.025987148,,126,0
16-07-2015,26.5,10.6,10.6,24,3.23,17.5861,73.1742,16,4.025987148,,126,0
17-07-2015,26.6,11.6,11.6,24,3.35,17.5861,73.1742,16,4.025987148,,126,0
18-07-2015,26.6,16.1,16.1,24,3.05,17.5861,73.1742,16,4.025987148,,126,0
19-07-2015,26.8,22,22,24,3.56,17.5861,73.1742,16,4.025987148,,126,1
20-07-2015,26.1,24.3,24.3,24,2.51,17.5861,73.1742,16,4.025987148,,126,0
21-07-2015,26.2,21.2,21.2,24,2.51,17.5861,73.1742,16,4.025987148,,126,0
22-07-2015,26,25,25,24,2.7,17.5861,73.1742,16,4.025987148,,126,0
23-07-2015,25.9,25.7,25.7,24,2.94,17.5861,73.1742,16,4.025987148,,126,0
24-07-2015,26,30.9,30.9,24,2.77,17.5861,73.1742,16,4.025987148,,126,0
25-07-2015,26,14.5,14.5,24,2.75,17.5861,73.1742,16,4.025987148,,126,0
26-07-2015,25.9,15.8,15.8,24,2.86,17.5861,73.1742,16,4.025987148,,126,0
27-07-2015,26.5,12.4,12.4,24,3.53,17.5861,73.1742,16,4.025987148,,126,0
28-07-2015,27,4.6,4.6,16,3.9,17.5861,73.1742,16,4.025987148,,126,0
29-07-2015,26.1,11.7,11.7,24,3.01,17.5861,73.1742,16,4.025987148,,126,0
30-07-2015,26.2,9.8,9.8,24,3.68,17.5861,73.1742,16,4.025987148,,126,0
31-07-2015,25.5,17.8,17.8,24,3.1,17.5861,73.1742,16,4.025987148,,126,0
01-08-2015,25.7,13.6,13.6,23,3.17,17.5861,73.1742,16,4.025987148,,126,1
02-08-2015,26.2,7.9,7.9,24,3.36,17.5861,73.1742,16,4.025987148,,126,0
03-08-2015,26.4,6.5,6.5,24,2.37,17.5861,73.1742,16,4.025987148,,126,0
04-08-2015,26.1,7.7,7.7,23,2.82,17.5861,73.1742,16,4.025987148,,126,0
05-08-2015,25.3,15.9,15.9,24,1.88,17.5861,73.1742,16,4.025987148,,126,0
06-08-2015,25,23.5,23.5,24,1.38,17.5861,73.1742,16,4.025987148,,126,0
07-08-2015,26.2,12.8,12.8,24,3.17,17.5861,73.1742,16,4.025987148,,126,1
08-08-2015,26.1,9.5,9.5,24,3.37,17.5861,73.1742,16,4.025987148,,126,0
09-08-2015,25.5,13.1,13.1,24,1.51,17.5861,73.1742,16,4.025987148,,126,0
10-08-2015,25.8,12.3,12.3,24,3.06,17.5861,73.1742,16,4.025987148,,126,0
11-08-2015,25.9,6.5,6.5,24,2.89,17.5861,73.1742,16,4.025987148,,126,0
12-08-2015,25.9,8.8,8.8,24,3.1,17.5861,73.1742,16,4.025987148,,126,0
13-08-2015,25.6,12.3,12.3,24,2.7,17.5861,73.1742,16,4.025987148,,126,0
14-08-2015,25.4,18,18,24,2.69,17.5861,73.1742,16,4.025987148,,126,0
15-08-2015,25.7,16.4,16.4,24,3.18,17.5861,73.1742,16,4.025987148,,126,1
16-08-2015,26,6.8,6.8,22,3.23,17.5861,73.1742,16,4.025987148,,126,0
17-08-2015,26.1,4.2,4.2,20,3.17,17.5861,73.1742,16,4.025987148,,126,0
18-08-2015,26.7,0.5,0.5,5,3.75,17.5861,73.1742,16,4.025987148,,126,0
19-08-2015,27.5,0.2,0.2,2,4.28,17.5861,73.1742,16,4.025987148,,126,0
20-08-2015,27.2,2.1,2.1,15,3.55,17.5861,73.1742,16,4.025987148,,126,0
21-08-2015,26.6,5.5,5.5,22,3.56,17.5861,73.1742,16,4.025987148,,126,0
22-08-2015,25.9,10.8,10.8,24,2.82,17.5861,73.1742,16,4.025987148,,126,0
23-08-2015,26.1,6.9,6.9,23,3.07,17.5861,73.1742,16,4.025987148,,126,0
24-08-2015,26.5,4.9,4.9,21,3.75,17.5861,73.1742,16,4.025987148,,126,0
25-08-2015,25.6,6.8,6.8,24,2.74,17.5861,73.1742,16,4.025987148,,126,0
26-08-2015,25.9,7.1,7.1,24,3.02,17.5861,73.1742,16,4.025987148,,126,0
27-08-2015,25.9,4.4,4.4,20,3.25,17.5861,73.1742,16,4.025987148,,126,0
28-08-2015,25.8,4.9,4.9,20,2.9,17.5861,73.1742,16,4.025987148,,126,0
29-08-2015,25.7,6.3,6.3,22,2.57,17.5861,73.1742,16,4.025987148,,126,0
30-08-2015,25.7,6.9,6.9,23,2.92,17.5861,73.1742,16,4.025987148,,126,0
31-08-2015,25.8,5,5,20,3.37,17.5861,73.1742,16,4.025987148,,126,0
01-09-2015,26,1.3,1.3,9,3.51,17.5861,73.1742,16,4.025987148,,126,0
02-09-2015,26,2.4,2.4,15,3.68,17.5861,73.1742,16,4.025987148,,126,0
03-09-2015,26.5,0.8,0.8,6,4.21,17.5861,73.1742,16,4.025987148,,126,0
04-09-2015,27.1,0.1,0.1,1,4.39,17.5861,73.1742,16,4.025987148,,126,0
07-09-2015,27.3,0.3,0.3,3,4.25,17.5861,73.1742,16,4.025987148,,126,0
08-09-2015,26.8,2.7,2.7,8,3.42,17.5861,73.1742,16,4.025987148,,126,0
09-09-2015,26,15.8,15.8,24,2.66,17.5861,73.1742,16,4.025987148,,126,0
10-09-2015,25.9,31.5,31.5,23,2.25,17.5861,73.1742,16,4.025987148,,126,0
11-09-2015,26.3,14.8,14.8,21,2.65,17.5861,73.1742,16,4.025987148,,126,0
12-09-2015,26.4,5.3,5.3,12,3.46,17.5861,73.1742,16,4.025987148,,126,0
13-09-2015,26.7,4.9,4.9,13,3.54,17.5861,73.1742,16,4.025987148,,126,0
14-09-2015,26,19.4,19.4,22,2.58,17.5861,73.1742,16,4.025987148,,126,0
15-09-2015,25.7,32.7,32.7,24,1.6,17.5861,73.1742,16,4.025987148,,126,0
16-09-2015,25.9,17.8,17.8,22,2.28,17.5861,73.1742,16,4.025987148,,126,0
17-09-2015,26.5,14.1,14.1,23,2.63,17.5861,73.1742,16,4.025987148,,126,0
18-09-2015,26.4,9.6,9.6,24,1.1,17.5861,73.1742,16,4.025987148,,126,0
19-09-2015,26.5,6.4,6.4,21,3.58,17.5861,73.1742,16,4.025987148,,126,0
20-09-2015,25.9,6,6,23,3.16,17.5861,73.1742,16,4.025987148,,126,0
21-09-2015,25.8,5.5,5.5,21,3.13,17.5861,73.1742,16,4.025987148,,126,1
22-09-2015,26.2,3.3,3.3,21,3.58,17.5861,73.1742,16,4.025987148,,126,0
23-09-2015,26.6,0.1,0.1,1,3.88,17.5861,73.1742,16,4.025987148,,126,0
30-09-2015,29,1.4,1.4,4,4.78,17.5861,73.1742,16,4.025987148,,126,0
01-10-2015,28.4,15.4,15.4,7,4.11,17.5861,73.1742,16,4.025987148,,126,0
02-10-2015,26.8,16,16,14,3.25,17.5861,73.1742,16,4.025987148,,126,0
03-10-2015,26.6,11.3,11.3,17,2.66,17.5861,73.1742,16,4.025987148,,126,0
