date,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,et0_fao_evapotranspiration,latitude,longitude,elevation,slope,land_cover
2020-05-03,35.6,0.0,0.0,0.0,7.95,20.5937,78.9629,248,2.7802884578704834,
2020-05-04,36.0,0.0,0.0,0.0,8.05,20.5937,78.9629,248,2.7802884578704834,
2020-05-05,35.4,0.0,0.0,0.0,7.69,20.5937,78.9629,248,2.7802884578704834,
2020-05-06,35.1,0.0,0.0,0.0,7.06,20.5937,78.9629,248,2.7802884578704834,
2020-05-07,34.1,0.0,0.0,0.0,7.41,20.5937,78.9629,248,2.7802884578704834,
2020-05-08,35.0,0.3,0.3,1.0,7.59,20.5937,78.9629,248,2.7802884578704834,
2020-05-09,35.6,0.0,0.0,0.0,7.3,20.5937,78.9629,248,2.7802884578704834,
2020-05-10,33.4,7.4,7.4,2.0,6.54,20.5937,78.9629,248,2.7802884578704834,
2020-05-11,33.7,0.0,0.0,0.0,6.84,20.5937,78.9629,248,2.7802884578704834,
2020-05-12,35.1,0.0,0.0,0.0,6.53,20.5937,78.9629,248,2.7802884578704834,
2020-05-13,34.6,0.3,0.3,2.0,7.32,20.5937,78.9629,248,2.7802884578704834,
2020-05-14,34.9,0.1,0.1,1.0,6.55,20.5937,78.9629,248,2.7802884578704834,
2020-05-15,35.4,0.2,0.2,1.0,7.41,20.5937,78.9629,248,2.7802884578704834,
2020-05-16,35.7,0.0,0.0,0.0,7.13,20.5937,78.9629,248,2.7802884578704834,
2020-05-17,35.0,0.0,0.0,0.0,6.91,20.5937,78.9629,248,2.7802884578704834,
2020-05-18,35.6,0.0,0.0,0.0,7.34,20.5937,78.9629,248,2.7802884578704834,
2020-05-19,35.1,0.0,0.0,0.0,8.19,20.5937,78.9629,248,2.7802884578704834,
2020-05-20,35.7,0.0,0.0,0.0,10.18,20.5937,78.9629,248,2.7802884578704834,
2020-05-21,35.0,0.0,0.0,0.0,10.01,20.5937,78.9629,248,2.7802884578704834,
2020-05-22,36.5,0.0,0.0,0.0,10.12,20.5937,78.9629,248,2.7802884578704834,
2020-05-23,38.0,0.0,0.0,0.0,9.59,20.5937,78.9629,248,2.7802884578704834,
2020-05-24,38.0,0.0,0.0,0.0,7.83,20.5937,78.9629,248,2.7802884578704834,
2020-05-25,38.6,0.0,0.0,0.0,8.35,20.5937,78.9629,248,2.7802884578704834,
2020-05-26,38.8,0.0,0.0,0.0,8.77,20.5937,78.9629,248,2.7802884578704834,
2020-05-27,38.2,0.0,0.0,0.0,9.94,20.5937,78.9629,248,2.7802884578704834,
2020-05-28,37.9,0.0,0.0,0.0,9.03,20.5937,78.9629,248,2.7802884578704834,
2020-05-29,37.8,0.0,0.0,0.0,8.24,20.5937,78.9629,248,2.7802884578704834,
2020-05-30,36.6,0.0,0.0,0.0,7.71,20.5937,78.9629,248,2.7802884578704834,
2020-05-31,35.6,0.3,0.3,2.0,7.19,20.5937,78.9629,248,2.7802884578704834,
2020-06-01,32.5,0.0,0.0,0.0,5.42,20.5937,78.9629,248,2.7802884578704834,
2020-06-02,29.9,10.4,10.4,10.0,4.22,20.5937,78.9629,248,2.7802884578704834,
2020-06-03,27.7,16.8,16.8,15.0,2.53,20.5937,78.9629,248,2.7802884578704834,
2020-06-04,29.4,1.4,1.4,10.0,6.96,20.5937,78.9629,248,2.7802884578704834,
2020-06-05,30.2,0.0,0.0,0.0,6.19,20.5937,78.9629,248,2.7802884578704834,
2020-06-06,30.5,1.0,1.0,4.0,5.45,20.5937,78.9629,248,2.7802884578704834,
2020-06-07,31.5,0.0,0.0,0.0,6.16,20.5937,78.9629,248,2.7802884578704834,
2020-06-08,32.8,0.0,0.0,0.0,7.03,20.5937,78.9629,248,2.7802884578704834,
2020-06-09,32.2,1.7,1.7,4.0,6.7,20.5937,78.9629,248,2.7802884578704834,
2020-06-10,31.7,9.0,9.0,7.0,5.62,20.5937,78.9629,248,2.7802884578704834,
2020-06-11,30.0,11.2,11.2,10.0,5.11,20.5937,78.9629,248,2.7802884578704834,
2020-06-12,28.3,17.4,17.4,16.0,3.78,20.5937,78.9629,248,2.7802884578704834,
2020-06-13,28.1,6.7,6.7,16.0,2.98,20.5937,78.9629,248,2.7802884578704834,
2020-06-14,28.5,12.7,12.7,11.0,3.82,20.5937,78.9629,248,2.7802884578704834,
2020-06-15,27.7,19.9,19.9,23.0,2.7,20.5937,78.9629,248,2.7802884578704834,
2020-06-16,28.3,10.0,10.0,10.0,2.45,20.5937,78.9629,248,2.7802884578704834,
2020-06-17,27.6,4.8,4.8,12.0,2.63,20.5937,78.9629,248,2.7802884578704834,
2020-06-18,28.6,0.0,0.0,0.0,3.87,20.5937,78.9629,248,2.7802884578704834,
2020-06-19,28.7,0.1,0.1,1.0,3.51,20.5937,78.9629,248,2.7802884578704834,
2020-06-20,29.7,0.1,0.1,1.0,4.89,20.5937,78.9629,248,2.7802884578704834,
2020-06-21,30.3,0.3,0.3,2.0,5.75,20.5937,78.9629,248,2.7802884578704834,
2020-06-22,28.0,11.3,11.3,16.0,3.18,20.5937,78.9629,248,2.7802884578704834,
2020-06-23,27.6,10.6,10.6,14.0,3.76,20.5937,78.9629,248,2.7802884578704834,
2020-06-24,29.1,6.7,6.7,8.0,4.96,20.5937,78.9629,248,2.7802884578704834,
2020-06-25,29.3,11.4,11.4,11.0,4.48,20.5937,78.9629,248,2.7802884578704834,
2020-06-26,29.6,5.2,5.2,10.0,4.6,20.5937,78.9629,248,2.7802884578704834,
2020-06-27,29.3,2.1,2.1,3.0,4.39,20.5937,78.9629,248,2.7802884578704834,
2020-06-28,28.2,4.4,4.4,7.0,3.89,20.5937,78.9629,248,2.7802884578704834,
2020-06-29,29.0,0.1,0.1,1.0,4.0,20.5937,78.9629,248,2.7802884578704834,
2020-06-30,29.1,0.2,0.2,2.0,3.47,20.5937,78.9629,248,2.7802884578704834,
2020-07-01,29.4,0.8,0.8,2.0,5.1,20.5937,78.9629,248,2.7802884578704834,
2020-07-02,29.8,10.3,10.3,12.0,4.83,20.5937,78.9629,248,2.7802884578704834,
2020-07-03,28.9,13.6,13.6,14.0,3.97,20.5937,78.9629,248,2.7802884578704834,
2020-07-04,27.5,23.6,23.6,19.0,2.79,20.5937,78.9629,248,2.7802884578704834,
2020-07-05,27.4,15.6,15.6,18.0,2.71,20.5937,78.9629,248,2.7802884578704834,
2020-07-06,26.2,13.4,13.4,23.0,1.6,20.5937,78.9629,248,2.7802884578704834,
2020-07-07,28.4,2.0,2.0,9.0,4.76,20.5937,78.9629,248,2.7802884578704834,
2020-07-08,29.0,1.0,1.0,6.0,4.58,20.5937,78.9629,248,2.7802884578704834,
2020-07-09,27.8,11.8,11.8,11.0,3.02,20.5937,78.9629,248,2.7802884578704834,
2020-07-10,28.0,2.2,2.2,8.0,3.61,20.5937,78.9629,248,2.7802884578704834,
2020-07-11,28.2,0.4,0.4,2.0,3.29,20.5937,78.9629,248,2.7802884578704834,
2020-07-12,29.2,6.0,6.0,6.0,4.54,20.5937,78.9629,248,2.7802884578704834,
2020-07-13,28.2,5.9,5.9,11.0,3.38,20.5937,78.9629,248,2.7802884578704834,
2020-07-14,27.4,15.9,15.9,14.0,2.95,20.5937,78.9629,248,2.7802884578704834,
2020-07-15,26.5,22.2,22.2,23.0,2.25,20.5937,78.9629,248,2.7802884578704834,
2020-07-16,26.8,8.9,8.9,20.0,3.5,20.5937,78.9629,248,2.7802884578704834,
2020-07-17,28.2,1.1,1.1,10.0,4.89,20.5937,78.9629,248,2.7802884578704834,
2020-07-18,28.9,1.2,1.2,8.0,4.82,20.5937,78.9629,248,2.7802884578704834,
2020-07-19,28.1,27.2,27.2,15.0,3.45,20.5937,78.9629,248,2.7802884578704834,
2020-07-20,27.6,10.1,10.1,14.0,3.49,20.5937,78.9629,248,2.7802884578704834,
2020-07-21,27.7,4.1,4.1,11.0,3.55,20.5937,78.9629,248,2.7802884578704834,
2020-07-22,27.9,21.7,21.7,17.0,3.66,20.5937,78.9629,248,2.7802884578704834,
2020-07-23,26.4,31.6,31.6,22.0,2.7,20.5937,78.9629,248,2.7802884578704834,
2020-07-24,27.2,5.5,5.5,12.0,3.68,20.5937,78.9629,248,2.7802884578704834,
2020-07-25,27.0,2.7,2.7,7.0,3.41,20.5937,78.9629,248,2.7802884578704834,
2020-07-26,28.2,0.3,0.3,2.0,4.82,20.5937,78.9629,248,2.7802884578704834,
2020-07-27,28.5,4.4,4.4,5.0,4.81,20.5937,78.9629,248,2.7802884578704834,
2020-07-28,28.6,8.5,8.5,17.0,4.07,20.5937,78.9629,248,2.7802884578704834,
2020-07-29,27.4,3.4,3.4,9.0,3.48,20.5937,78.9629,248,2.7802884578704834,
2020-07-30,28.3,3.6,3.6,8.0,4.38,20.5937,78.9629,248,2.7802884578704834,
2020-07-31,29.1,1.6,1.6,11.0,4.81,20.5937,78.9629,248,2.7802884578704834,
2020-08-01,28.8,1.3,1.3,8.0,4.15,20.5937,78.9629,248,2.7802884578704834,
2020-08-02,28.2,21.8,21.8,12.0,3.8,20.5937,78.9629,248,2.7802884578704834,
2020-08-03,26.5,11.9,11.9,13.0,1.41,20.5937,78.9629,248,2.7802884578704834,
2020-08-04,27.2,3.1,3.1,14.0,2.88,20.5937,78.9629,248,2.7802884578704834,
2020-08-05,27.1,5.9,5.9,12.0,2.64,20.5937,78.9629,248,2.7802884578704834,
2020-08-06,27.2,0.9,0.9,6.0,4.2,20.5937,78.9629,248,2.7802884578704834,
2020-08-07,28.2,0.6,0.6,4.0,3.98,20.5937,78.9629,248,2.7802884578704834,
2020-08-08,27.2,8.8,8.8,16.0,2.28,20.5937,78.9629,248,2.7802884578704834,
2020-08-09,25.6,23.0,23.0,24.0,1.25,20.5937,78.9629,248,2.7802884578704834,
2020-08-10,25.9,38.9,38.9,24.0,2.28,20.5937,78.9629,248,2.7802884578704834,
2020-08-11,26.3,4.2,4.2,14.0,2.76,20.5937,78.9629,248,2.7802884578704834,
2020-08-12,26.6,3.9,3.9,13.0,2.64,20.5937,78.9629,248,2.7802884578704834,
2020-08-13,25.2,10.7,10.7,24.0,1.93,20.5937,78.9629,248,2.7802884578704834,
2020-08-14,24.9,18.8,18.8,21.0,1.53,20.5937,78.9629,248,2.7802884578704834,
2020-08-15,25.5,4.9,4.9,22.0,2.37,20.5937,78.9629,248,2.7802884578704834,
2020-08-16,25.2,14.3,14.3,24.0,1.58,20.5937,78.9629,248,2.7802884578704834,
2020-08-17,25.3,9.8,9.8,24.0,1.58,20.5937,78.9629,248,2.7802884578704834,
2020-08-18,25.7,26.5,26.5,18.0,2.25,20.5937,78.9629,248,2.7802884578704834,
2020-08-19,25.8,7.6,7.6,18.0,2.13,20.5937,78.9629,248,2.7802884578704834,
2020-08-20,26.2,24.0,24.0,21.0,3.05,20.5937,78.9629,248,2.7802884578704834,
2020-08-21,25.8,8.3,8.3,20.0,2.08,20.5937,78.9629,248,2.7802884578704834,
2020-08-22,26.0,6.9,6.9,15.0,2.47,20.5937,78.9629,248,2.7802884578704834,
2020-08-23,27.2,3.3,3.3,11.0,4.5,20.5937,78.9629,248,2.7802884578704834,
2020-08-24,27.5,0.9,0.9,6.0,4.8,20.5937,78.9629,248,2.7802884578704834,
2020-08-25,27.8,0.3,0.3,3.0,5.13,20.5937,78.9629,248,2.7802884578704834,
2020-08-26,26.9,2.1,2.1,4.0,2.77,20.5937,78.9629,248,2.7802884578704834,
2020-08-27,25.8,10.5,10.5,19.0,2.13,20.5937,78.9629,248,2.7802884578704834,
2020-08-28,24.3,94.4,94.4,24.0,0.82,20.5937,78.9629,248,2.7802884578704834,
2020-08-29,25.3,20.8,20.8,16.0,2.32,20.5937,78.9629,248,2.7802884578704834,
2020-08-30,27.0,0.4,0.4,4.0,4.81,20.5937,78.9629,248,2.7802884578704834,
2020-08-31,27.6,0.3,0.3,3.0,4.84,20.5937,78.9629,248,2.7802884578704834,
2020-09-01,27.8,0.5,0.5,4.0,4.67,20.5937,78.9629,248,2.7802884578704834,
2020-09-02,27.1,0.5,0.5,4.0,2.53,20.5937,78.9629,248,2.7802884578704834,
2020-09-03,27.9,2.0,2.0,9.0,4.41,20.5937,78.9629,248,2.7802884578704834,
2020-09-04,28.2,3.0,3.0,9.0,4.75,20.5937,78.9629,248,2.7802884578704834,
2020-09-05,27.6,12.1,12.1,11.0,3.73,20.5937,78.9629,248,2.7802884578704834,
2020-09-06,27.7,11.5,11.5,10.0,4.06,20.5937,78.9629,248,2.7802884578704834,
2020-09-07,27.6,5.7,5.7,11.0,3.85,20.5937,78.9629,248,2.7802884578704834,
2020-09-08,28.1,2.8,2.8,6.0,3.79,20.5937,78.9629,248,2.7802884578704834,
2020-09-09,28.2,5.9,5.9,6.0,3.89,20.5937,78.9629,248,2.7802884578704834,
2020-09-10,27.0,12.1,12.1,15.0,2.64,20.5937,78.9629,248,2.7802884578704834,
2020-09-11,26.6,11.0,11.0,8.0,3.44,20.5937,78.9629,248,2.7802884578704834,
2020-09-12,27.5,9.8,9.8,13.0,4.03,20.5937,78.9629,248,2.7802884578704834,
2020-09-13,27.6,10.7,10.7,13.0,3.67,20.5937,78.9629,248,2.7802884578704834,
2020-09-14,27.7,22.7,22.7,12.0,4.19,20.5937,78.9629,248,2.7802884578704834,
2020-09-15,27.8,15.3,15.3,17.0,4.22,20.5937,78.9629,248,2.7802884578704834,
2020-09-16,27.4,8.4,8.4,12.0,3.61,20.5937,78.9629,248,2.7802884578704834,
2020-09-17,27.8,12.5,12.5,9.0,3.83,20.5937,78.9629,248,2.7802884578704834,
2020-09-18,27.4,8.8,8.8,8.0,2.99,20.5937,78.9629,248,2.7802884578704834,
2020-09-19,27.8,8.8,8.8,16.0,4.23,20.5937,78.9629,248,2.7802884578704834,
2020-09-20,27.4,17.7,17.7,11.0,4.05,20.5937,78.9629,248,2.7802884578704834,
2020-09-21,27.2,11.0,11.0,20.0,2.97,20.5937,78.9629,248,2.7802884578704834,
2020-09-22,25.9,50.3,50.3,23.0,2.25,20.5937,78.9629,248,2.7802884578704834,
2020-09-23,26.9,6.4,6.4,18.0,3.13,20.5937,78.9629,248,2.7802884578704834,
2020-09-24,27.1,4.6,4.6,9.0,3.47,20.5937,78.9629,248,2.7802884578704834,
2020-09-25,27.6,2.7,2.7,7.0,3.95,20.5937,78.9629,248,2.7802884578704834,
2020-09-26,27.1,2.6,2.6,10.0,3.67,20.5937,78.9629,248,2.7802884578704834,
2020-09-27,26.8,4.2,4.2,10.0,3.41,20.5937,78.9629,248,2.7802884578704834,
2020-09-28,27.2,0.0,0.0,0.0,4.38,20.5937,78.9629,248,2.7802884578704834,
2020-09-29,27.0,2.4,2.4,6.0,3.74,20.5937,78.9629,248,2.7802884578704834,
2020-09-30,27.5,0.0,0.0,0.0,4.46,20.5937,78.9629,248,2.7802884578704834,
2020-10-01,27.9,0.1,0.1,1.0,4.32,20.5937,78.9629,248,2.7802884578704834,
2020-10-02,28.0,0.0,0.0,0.0,4.9,20.5937,78.9629,248,2.7802884578704834,
2020-10-03,27.6,0.0,0.0,0.0,5.18,20.5937,78.9629,248,2.7802884578704834,
2020-10-04,27.4,0.0,0.0,0.0,4.99,20.5937,78.9629,248,2.7802884578704834,
2020-10-05,27.4,0.0,0.0,0.0,4.57,20.5937,78.9629,248,2.7802884578704834,
2020-10-06,27.7,0.0,0.0,0.0,3.67,20.5937,78.9629,248,2.7802884578704834,
2020-10-07,26.1,9.2,9.2,12.0,2.04,20.5937,78.9629,248,2.7802884578704834,
2020-10-08,26.3,10.5,10.5,16.0,3.19,20.5937,78.9629,248,2.7802884578704834,
